2022-10-03 08:52:24.350034 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [148 ms]
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; AP[0]: Core found
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; AP[0]: AHB-AP ROM base: 0xF0002000
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; CPUID register: 0x410CC601. Implementer code: 0x41 (ARM)
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Found Cortex-M0 r0p1, Little endian.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; FPUnit: 2 code (BP) slots and 0 literal slots
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; CoreSight components:
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; ROMTbl[0] @ F0002000
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; [0][0]: F0000000 CID B105900D PID 001BB932 MTB-M0+
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; [0][1]: F0001000 CID B105900D PID 0008E000 MTBDWT
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; [0][2]: E00FF000 CID B105100D PID 000BB4C0 ROM Table
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; ROMTbl[1] @ E00FF000
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; [1][0]: E000E000 CID B105E00D PID 000BB008 SCS
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; [1][1]: E0001000 CID B105E00D PID 000BB00A DWT
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; [1][2]: E0002000 CID B105E00D PID 000BB00B FPB
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Cortex-M0 identified.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Downloading file [C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Packages\JLink\ADELE\MDL_v3.0.hex]...
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link: Flash download: Bank 0 @ 0x00000000: Skipped. Contents already match
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; O.K.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>r
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Reset delay: 0 ms
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Reset type NORMAL: Resets core & peripherals via SYSRESETREQ & VECTRESET bit.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Reset: Halt core after reset via DEMCR.VC_CORERESET.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Reset: Reset device via AIRCR.SYSRESETREQ.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>g
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>qc
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; 
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Script processing completed.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; 
2022-10-03 08:57:10.343711 ; TestPlan       ; Information ; "Programmeren uC DUT \ Run Program" completed with verdict 'Pass'. [2.00 s]
2022-10-03 08:57:10.344707 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning afleggen FIO2" started.
2022-10-03 08:57:10.345703 ; TestStep       ; Debug       ; FIO2set to: Low
2022-10-03 08:57:10.345703 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning afleggen FIO2" completed with verdict 'Pass'. [1.67 ms]
2022-10-03 08:57:10.346706 ; TestPlan       ; Information ; "Programmeren uC DUT \ Delay 500ms" started.
2022-10-03 08:57:10.846279 ; TestPlan       ; Information ; "Programmeren uC DUT \ Delay 500ms" completed. [500 ms]
2022-10-03 08:57:10.846279 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning aanleggen FIO2" started.
2022-10-03 08:57:10.848371 ; TestStep       ; Debug       ; FIO2set to: High
2022-10-03 08:57:10.848371 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning aanleggen FIO2" completed with verdict 'Pass'. [1.63 ms]
2022-10-03 08:57:10.848937 ; TestPlan       ; Information ; "Programmeren uC DUT" completed with verdict 'Pass'. [2.51 s]
2022-10-03 08:57:10.848937 ; TestPlan       ; Information ; "Delay 1s" started.
2022-10-03 08:57:11.848985 ; TestPlan       ; Information ; "Delay 1s" completed. [1.00 s]
2022-10-03 08:57:11.848985 ; TestPlan       ; Information ; "Simuleer LED1" started.
2022-10-03 08:57:11.849582 ; TestPlan       ; Information ; "Simuleer LED1 \ 250mA Ok AIN4" started.
2022-10-03 08:57:11.893698 ; TestStep       ; Debug       ; AIN4 measured: 30.4338600933552
2022-10-03 08:57:11.894683 ; TestPlan       ; Information ; "Simuleer LED1 \ 250mA Ok AIN4" completed with verdict 'Fail'. [45.6 ms]
2022-10-03 08:57:11.895681 ; TestPlan       ; Information ; "Simuleer LED1 \ 48VMOD inschakelen FIO6" started.
2022-10-03 08:57:11.896740 ; TestStep       ; Debug       ; FIO6set to: High
2022-10-03 08:57:11.896740 ; TestPlan       ; Information ; "Simuleer LED1 \ 48VMOD inschakelen FIO6" completed with verdict 'Pass'. [1.78 ms]
2022-10-03 08:57:11.897714 ; TestPlan       ; Information ; "Simuleer LED1 \ 4V ingang DAC1" started.
2022-10-03 08:57:11.903661 ; TestStep       ; Debug       ; Undefinedset to voltage: Pass
2022-10-03 08:57:11.903661 ; TestPlan       ; Information ; "Simuleer LED1 \ 4V ingang DAC1" completed with verdict 'Pass'. [6.25 ms]
2022-10-03 08:57:11.903661 ; TestPlan       ; Information ; "Simuleer LED1 \ Delay 800ms" started.
2022-10-03 08:57:12.703585 ; TestPlan       ; Information ; "Simuleer LED1 \ Delay 800ms" completed. [800 ms]
2022-10-03 08:57:12.704592 ; TestPlan       ; Information ; "Simuleer LED1 \ LED meten AIN4" started.
2022-10-03 08:57:12.747410 ; TestStep       ; Debug       ; AIN4 measured: 0
2022-10-03 08:57:12.748408 ; TestPlan       ; Information ; "Simuleer LED1 \ LED meten AIN4" completed with verdict 'Fail'. [44.6 ms]
2022-10-03 08:57:12.749444 ; TestPlan       ; Information ; "Simuleer LED1 \ 2V ingang DAC1" started.
2022-10-03 08:57:12.750400 ; TestStep       ; Debug       ; Undefinedset to voltage: Pass
2022-10-03 08:57:12.750400 ; TestPlan       ; Information ; "Simuleer LED1 \ 2V ingang DAC1" completed with verdict 'Pass'. [1.75 ms]
2022-10-03 08:57:12.751438 ; TestPlan       ; Information ; "Simuleer LED1 \ Delay 800ms" started.
2022-10-03 08:57:13.555630 ; TestPlan       ; Information ; "Simuleer LED1 \ Delay 800ms" completed. [804 ms]
2022-10-03 08:57:13.555630 ; TestPlan       ; Information ; "Simuleer LED1 \ LED meten AIN4" started.
2022-10-03 08:57:13.596715 ; TestStep       ; Debug       ; AIN4 measured: 0
2022-10-03 08:57:13.597712 ; TestPlan       ; Information ; "Simuleer LED1 \ LED meten AIN4" completed with verdict 'Fail'. [42.3 ms]
2022-10-03 08:57:13.597712 ; TestPlan       ; Information ; "Simuleer LED1 \ 0V ingang DAC1" started.
2022-10-03 08:57:13.599708 ; TestPlan       ; Information ; "Simuleer LED1 \ 0V ingang DAC1" completed with verdict 'Pass'. [1.77 ms]
2022-10-03 08:57:13.599708 ; TestPlan       ; Information ; "Simuleer LED1 \ Delay 800ms" started.
2022-10-03 08:57:14.400390 ; TestPlan       ; Information ; "Simuleer LED1 \ Delay 800ms" completed. [800 ms]
2022-10-03 08:57:14.400390 ; TestPlan       ; Information ; "Simuleer LED1 \ LED meten AIN4" started.
2022-10-03 08:57:14.438243 ; TestStep       ; Debug       ; AIN4 measured: 0
2022-10-03 08:57:14.439242 ; TestPlan       ; Information ; "Simuleer LED1 \ LED meten AIN4" completed with verdict 'Pass'. [38.3 ms]
2022-10-03 08:57:14.439242 ; TestPlan       ; Information ; "Simuleer LED1" completed with verdict 'Fail'. [2.59 s]
2022-10-03 08:57:14.439242 ; TestPlan       ; Information ; "48V naar DUT afleggen einde FIO2" started.
2022-10-03 08:57:14.441235 ; TestStep       ; Debug       ; FIO2set to: Low
2022-10-03 08:57:14.441876 ; TestPlan       ; Information ; "48V naar DUT afleggen einde FIO2" completed with verdict 'Pass'. [1.94 ms]
2022-10-03 08:57:14.441876 ; TestPlan       ; Debug       ; Test step runs finished. [6.34 s]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "48V naar DUT afleggen einde FIO2" PostPlanRun completed. [370 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ LED meten AIN4" PostPlanRun completed. [17.6 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 0V ingang DAC1" PostPlanRun completed. [9.19 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ LED meten AIN4" PostPlanRun completed. [23.8 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 2V ingang DAC1" PostPlanRun completed. [8.30 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ LED meten AIN4" PostPlanRun completed. [8.19 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 4V ingang DAC1" PostPlanRun completed. [8.19 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 48VMOD inschakelen FIO6" PostPlanRun completed. [11.4 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 250mA Ok AIN4" PostPlanRun completed. [15.2 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Programmeren uC DUT \ Spanning aanleggen FIO2" PostPlanRun completed. [16.2 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Programmeren uC DUT \ Spanning afleggen FIO2" PostPlanRun completed. [39.2 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Bot CIO2" PostPlanRun completed. [20.2 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Mid EIO1" PostPlanRun completed. [23.0 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Top EIO3" PostPlanRun completed. [33.9 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Stromen controleren \ DUT nt kortgesloten AIN0" PostPlanRun completed. [22.3 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Spanningen controleren \ 3V3 Meten AIN1" PostPlanRun completed. [28.8 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "Spanningen controleren \ 48V Meten AIN8" PostPlanRun completed. [9.69 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "48V nr DUT aanleggen FIO2" PostPlanRun completed. [8.60 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "48V inschakelen FIO6" PostPlanRun completed. [14.3 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "DALI afleggen FIO4" PostPlanRun completed. [9.60 us]
2022-10-03 08:57:14.442234 ; TestPlan       ; Debug       ; "48V nr DUT afleggen begin FIO2" PostPlanRun completed. [10.2 us]
2022-10-03 08:57:14.443230 ; Summary        ; Information ; -------- Summary of test plan started 10/03/2022 08:57:06 --------
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  48V nr DUT afleggen begin FIO2                     1.47 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  DALI afleggen FIO4                                 1.25 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  48V inschakelen FIO6                               1.24 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  48V nr DUT aanleggen FIO2                          1.23 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  Delay 100ms                                         100 ms         
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  Spanningen controleren                             83.7 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    48V Meten AIN8                                   48.6 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    3V3 Meten AIN1                                   34.6 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  Stromen controleren                                44.6 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    DUT nt kortgesloten AIN0                         44.3 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  Soldeerlinken controleren                          4.05 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    SL Top EIO3                                      1.05 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    SL Mid EIO1                                      1.22 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    SL Bot CIO2                                      1.20 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  Programmeren uC DUT                                2.51 s   Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    Run Program                                      2.00 s   Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    Spanning afleggen FIO2                           1.67 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    Delay 500ms                                       500 ms         
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    Spanning aanleggen FIO2                          1.63 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  Delay 1s                                           1.00 s          
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  Simuleer LED1                                      2.59 s   Fail   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    250mA Ok AIN4                                    45.6 ms  Fail   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    48VMOD inschakelen FIO6                          1.78 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    4V ingang DAC1                                   6.25 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    Delay 800ms                                       800 ms         
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    LED meten AIN4                                   44.6 ms  Fail   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    2V ingang DAC1                                   1.75 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    Delay 800ms                                       804 ms         
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    LED meten AIN4                                   42.3 ms  Fail   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    0V ingang DAC1                                   1.77 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    Delay 800ms                                       800 ms         
2022-10-03 08:57:14.443230 ; Summary        ; Information ;    LED meten AIN4                                   38.3 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ;  48V naar DUT afleggen einde FIO2                   1.94 ms  Pass   
2022-10-03 08:57:14.443230 ; Summary        ; Information ; ------------------------------------------------------------------
2022-10-03 08:57:14.443230 ; Summary        ; Information ; -------- Test plan completed with verdict Fail in 8.24 s ---------
2022-10-03 08:57:14.450259 ; Labjack        ; Information ; Resource "Labjack" closed. [2.20 us]
2022-10-03 08:57:39.116621 ; Settings       ; Debug       ; Saved GuiControlsSettings to C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [18.0 ms]
2022-10-03 08:57:39.132577 ; Settings       ; Debug       ; Saved PanelSettings to C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Panels.xml [1.26 ms]
2022-10-03 08:57:39.134570 ; Settings       ; Debug       ; Saved EditorSettings to C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\Editor.xml [2.23 ms]
